ZIP,LAT,LNG
93250,35.67,-119.20
87044,35.67,-106.64
73012,35.67,-97.59
72852,35.67,-93.55
73003,35.67,-97.50
72946,35.67,-94.13
28602,35.67,-81.39
37738,35.67,-83.47
74403,35.67,-95.31
38351,35.67,-88.40
73054,35.67,-97.19
28609,35.67,-81.06
74423,35.67,-95.19
87024,35.67,-106.72
72351,35.67,-90.10
73078,35.67,-97.75
37742,35.68,-84.18
87375,35.68,-108.76
27539,35.68,-78.81
86434,35.68,-113.62
73625,35.68,-99.19
93255,35.68,-118.10
28039,35.68,-80.44
74427,35.68,-94.89
86515,35.68,-108.95
37846,35.68,-84.48
28166,35.68,-80.87
38328,35.68,-88.22
28147,35.68,-80.56
27829,35.68,-77.63
28761,35.69,-81.91
73007,35.69,-97.33
37880,35.69,-84.68
87041,35.69,-106.33
72934,35.69,-94.28
37381,35.69,-84.88
38363,35.69,-88.11
27893,35.69,-77.90
79105,35.69,-101.82
72377,35.69,-90.34
38006,35.69,-89.09
28159,35.69,-80.43
37026,35.70,-86.11
27827,35.70,-77.51
27316,35.70,-79.63
74931,35.70,-94.74
72553,35.70,-91.48
74834,35.70,-96.88
38305,35.70,-88.77
72948,35.70,-94.39
37037,35.70,-86.35
73034,35.70,-97.43
27884,35.70,-77.27
28701,35.71,-82.64
28144,35.71,-80.46
79007,35.71,-101.40
28752,35.71,-82.04
72550,35.71,-91.78
74456,35.71,-96.00
74026,35.71,-96.76
73762,35.71,-97.96
74881,35.71,-97.08
72370,35.71,-90.03
27502,35.72,-78.92
93285,35.72,-118.51
28637,35.72,-81.42
72854,35.72,-93.42
38487,35.72,-87.23
37174,35.72,-86.90
79078,35.72,-101.58
27344,35.72,-79.43
74401,35.72,-95.47
28666,35.73,-81.47
28628,35.73,-81.79
27978,35.73,-75.74
38454,35.73,-87.35
27203,35.73,-79.79
38362,35.73,-88.78
93238,35.73,-118.39
37774,35.73,-84.36
72679,35.73,-92.83
28610,35.73,-81.14
73669,35.73,-98.74
27880,35.73,-78.08
27518,35.73,-78.77
27968,35.73,-75.51
28690,35.73,-81.57
73025,35.73,-97.58
73043,35.73,-98.40
74451,35.74,-94.96
72562,35.74,-91.40
93226,35.74,-118.74
28613,35.74,-81.21
28677,35.74,-80.93
72473,35.74,-91.17
27292,35.74,-80.21
72629,35.74,-92.57
73639,35.74,-98.96
72428,35.74,-90.22
72527,35.74,-91.68
38581,35.74,-85.62
28787,35.74,-82.52
27606,35.74,-78.72
87501,35.74,-105.86
27610,35.74,-78.55
37033,35.74,-87.56
72411,35.75,-90.58
37060,35.75,-86.64
37886,35.75,-83.80
93562,35.75,-117.39
93452,35.75,-121.22
74079,35.75,-96.66
79018,35.75,-102.21
79080,35.75,-101.21
72419,35.75,-90.35
27852,35.75,-77.64
27013,35.75,-80.70
74046,35.75,-96.56
27299,35.75,-80.39
86016,35.75,-111.64
28671,35.75,-81.53
89026,35.76,-115.29
27312,35.76,-79.21
93287,35.76,-118.99
27846,35.76,-76.90
28619,35.76,-81.60
74463,35.76,-95.55
87731,35.76,-105.41
37737,35.76,-84.12
74421,35.76,-96.04
28655,35.76,-81.75
27511,35.76,-78.79
37153,35.76,-86.55
38063,35.76,-89.64
89019,35.77,-115.74
38482,35.77,-87.15
28667,35.77,-81.43
72729,35.77,-94.46
28709,35.77,-82.38
28601,35.77,-81.33
27523,35.77,-78.96
27601,35.77,-78.63
72404,35.77,-90.78
87746,35.78,-104.05
86445,35.78,-114.50
37862,35.78,-83.61
27557,35.78,-78.20
93215,35.78,-119.20
37097,35.78,-87.82
27953,35.78,-75.88
38380,35.78,-88.04
72686,35.78,-92.84
37127,35.78,-86.33
72555,35.78,-91.88
38388,35.78,-88.32
37046,35.78,-86.70
27248,35.78,-79.72
74071,35.78,-96.30
27545,35.78,-78.48
38355,35.78,-88.78
27591,35.78,-78.39
37128,35.78,-86.49
38337,35.79,-89.01
72421,35.79,-90.97
37863,35.79,-83.56
72051,35.79,-92.32
74028,35.79,-96.52
37337,35.79,-84.85
87573,35.79,-105.69
72856,35.79,-93.09
72959,35.79,-94.07
27962,35.79,-76.74
27605,35.79,-78.65
27896,35.79,-77.98
37772,35.79,-84.22
72501,35.79,-91.65
37701,35.79,-83.99
37804,35.79,-83.89
72358,35.79,-89.89
27054,35.79,-80.60
86034,35.79,-110.13
27355,35.79,-79.57
38037,35.80,-89.40
74436,35.80,-95.70
72721,35.80,-93.83
28743,35.80,-82.88
73016,35.80,-97.69
27871,35.80,-77.26
27513,35.80,-78.80
37149,35.80,-86.19
72645,35.80,-92.58
87313,35.80,-108.08
27807,35.80,-78.10
87310,35.81,-108.54
27822,35.81,-77.84
27864,35.81,-77.65
87320,35.81,-108.88
27350,35.81,-79.89
38559,35.81,-85.51
93261,35.81,-119.13
27519,35.81,-78.88
27608,35.81,-78.65
27370,35.81,-79.98
74434,35.81,-95.21
86043,35.81,-110.53
27014,35.81,-80.56
74960,35.81,-94.65
72522,35.81,-91.47
87745,35.81,-105.21
37179,35.81,-86.92
27892,35.81,-77.05
27607,35.81,-78.72
87506,35.81,-105.98
74010,35.81,-96.36
72567,35.81,-91.93
37722,35.81,-83.20
27861,35.81,-77.32
73058,35.82,-97.22
27812,35.82,-77.37
72321,35.82,-89.94
27819,35.82,-77.45
38001,35.82,-89.16
37190,35.82,-86.02
93260,35.82,-118.67
72752,35.82,-93.59
72442,35.82,-90.19
37763,35.82,-84.49
87574,35.82,-105.90
28678,35.82,-81.06
73642,35.82,-99.91
27604,35.82,-78.56
37753,35.82,-83.10
27928,35.82,-76.44
72414,35.82,-90.37
87750,35.83,-104.93
37777,35.83,-84.05
38343,35.83,-88.93
72471,35.83,-91.11
74832,35.83,-97.01
73646,35.83,-98.61
38050,35.83,-89.23
79059,35.83,-100.77
28630,35.83,-81.42
27825,35.83,-77.17
74471,35.83,-94.87
72717,35.84,-94.41
38579,35.84,-85.55
37853,35.84,-83.91
27970,35.84,-76.65
72628,35.84,-93.28
72524,35.84,-91.31
73638,35.84,-99.78
72760,35.84,-93.70
38390,35.84,-88.37
87544,35.84,-106.29
28749,35.84,-82.10
37771,35.84,-84.32
27317,35.84,-79.80
27597,35.84,-78.30
72467,35.84,-90.68
38476,35.84,-87.21
87025,35.84,-106.63
27609,35.84,-78.63
28638,35.85,-81.48
38321,35.85,-88.53
72437,35.85,-90.46
93426,35.85,-120.94
72579,35.85,-91.45
74446,35.85,-95.32
38572,35.85,-85.13
37132,35.85,-86.36
27517,35.85,-79.02
87712,35.85,-105.18
72560,35.85,-92.09
37865,35.85,-83.73
73750,35.85,-97.95
93592,35.85,-117.22
27981,35.85,-75.64
74047,35.85,-96.01
74454,35.85,-95.52
73764,35.85,-98.20
27612,35.86,-78.71
27925,35.86,-76.19
93201,35.86,-119.51
27560,35.86,-78.83
37140,35.86,-87.65
73044,35.86,-97.42
87733,35.86,-103.85
37922,35.86,-84.10
27360,35.86,-80.10
93218,35.86,-119.04
37934,35.86,-84.17
86042,35.86,-110.38
73659,35.86,-98.92
73772,35.86,-98.43
87753,35.86,-104.95
79044,35.86,-102.37
28753,35.86,-82.71
38587,35.86,-85.61
37876,35.87,-83.48
27616,35.87,-78.54
27878,35.87,-77.83
72427,35.87,-90.94
72426,35.87,-90.04
72749,35.87,-94.44
28625,35.87,-80.89
73654,35.87,-99.37
27295,35.87,-80.31
37098,35.87,-87.32
38348,35.87,-88.65
38387,35.87,-88.28
93219,35.87,-119.28
37014,35.88,-86.63
28754,35.88,-82.52
38021,35.88,-89.16
74875,35.88,-96.97
38341,35.88,-88.08
88410,35.88,-103.32
37854,35.88,-84.72
37130,35.88,-86.32
72526,35.88,-91.78
74458,35.88,-95.59
37137,35.88,-87.51
72650,35.88,-92.70
37064,35.88,-86.95
37727,35.89,-83.02
27298,35.89,-79.57
79083,35.89,-101.52
72401,35.89,-90.66
93451,35.89,-120.61
27959,35.89,-75.61
72680,35.89,-92.33
38555,35.89,-84.99
74824,35.89,-96.87
28714,35.89,-82.30
93204,35.89,-120.07
93207,35.89,-118.63
38040,35.89,-89.44
27233,35.89,-79.70
89179,35.89,-115.33
27713,35.90,-78.92
86444,35.90,-114.05
27615,35.90,-78.64
72572,35.90,-91.29
72655,35.90,-93.02
92389,35.90,-116.19
27349,35.90,-79.42
74039,35.90,-96.24
79029,35.90,-102.03
87742,35.90,-105.51
89044,35.90,-115.18
72315,35.90,-89.90
27803,35.90,-77.86
28777,35.90,-82.07
27886,35.90,-77.51
27516,35.91,-79.15
74068,35.91,-96.58
27617,35.91,-78.77
79014,35.91,-100.29
27841,35.91,-77.28
37920,35.91,-83.87
72447,35.91,-90.33
27954,35.91,-75.68
37078,35.91,-87.75
38034,35.91,-89.24
27263,35.91,-79.94
37067,35.91,-86.78
27801,35.91,-77.73
37919,35.91,-84.00
37135,35.92,-86.68
27510,35.92,-79.08
72417,35.92,-90.54
38358,35.92,-88.76
37932,35.92,-84.20
37166,35.92,-85.79
72540,35.92,-91.91
27571,35.92,-78.46
72776,35.92,-93.65
28681,35.92,-81.22
27028,35.92,-80.58
72683,35.92,-93.10
72727,35.92,-93.93
27709,35.92,-78.83
74008,35.92,-95.88
27613,35.93,-78.71
37923,35.93,-84.08
89054,35.93,-115.21
74464,35.93,-94.98
37118,35.93,-86.19
87522,35.93,-105.79
27313,35.93,-79.76
87013,35.93,-107.37
86504,35.93,-109.14
37129,35.93,-86.44
72753,35.93,-94.33
72663,35.94,-92.33
28647,35.94,-81.97
73050,35.94,-97.26
27006,35.94,-80.44
28636,35.94,-81.06
86540,35.94,-109.44
74041,35.94,-96.06
27882,35.94,-78.12
72666,35.94,-93.27
38070,35.94,-89.24
38583,35.94,-85.44
37748,35.95,-84.52
27340,35.95,-79.32
27614,35.95,-78.62
74033,35.95,-96.01
38318,35.95,-88.24
72410,35.95,-91.10
37909,35.95,-84.02
73744,35.95,-98.31
72774,35.95,-94.15
37025,35.95,-87.31
86443,35.95,-114.44
72561,35.95,-91.81
72438,35.95,-90.22
73658,35.95,-98.74
72521,35.95,-91.54
27283,35.95,-79.64
72469,35.95,-91.29
93270,35.95,-119.07
37916,35.95,-83.93
27260,35.95,-79.99
27707,35.95,-78.95
37085,35.95,-86.28
89052,35.96,-115.06
74429,35.96,-95.63
27508,35.96,-78.25
37016,35.96,-86.10
87732,35.96,-105.36
74023,35.96,-96.75
27703,35.96,-78.81
37167,35.96,-86.53
93256,35.96,-119.31
72744,35.96,-94.44
27262,35.96,-80.04
37902,35.96,-83.92
72742,35.96,-93.50
72416,35.96,-90.80
27253,35.97,-79.35
37830,35.97,-84.29
27514,35.97,-79.05
74467,35.97,-95.39
38382,35.97,-88.98
86030,35.97,-110.73
73835,35.97,-99.22
28660,35.97,-80.86
37764,35.97,-83.62
37723,35.97,-84.81
27983,35.97,-76.92
37915,35.97,-83.90
74059,35.97,-97.07
27857,35.97,-77.29
28634,35.97,-80.76
87743,35.97,-104.09
37821,35.98,-83.20
37931,35.98,-84.13
72445,35.98,-91.03
37095,35.98,-85.97
74441,35.98,-95.15
73028,35.98,-97.63
38344,35.98,-88.42
73027,35.98,-97.25
73734,35.98,-97.86
27881,35.98,-77.44
72533,35.98,-92.25
87328,35.98,-108.98
28645,35.98,-81.55
73756,35.98,-98.13
37921,35.98,-84.00
87736,35.98,-105.20
72670,35.98,-93.39
38578,35.98,-85.20
74011,35.98,-95.81
27840,35.98,-77.21
37914,35.98,-83.80
37059,35.98,-85.90
74030,35.99,-96.56
72641,35.99,-93.24
89005,35.99,-114.81
27587,35.99,-78.55
37069,35.99,-86.90
93257,35.99,-118.86
89141,35.99,-115.21
27282,35.99,-79.93
27804,35.99,-77.84
38235,35.99,-88.56
72636,35.99,-92.72
93932,35.99,-121.06
37062,35.99,-87.14
37134,35.99,-87.95
72701,35.99,-94.09
86020,35.99,-111.50
74066,35.99,-96.16
38220,35.99,-88.67
87532,35.99,-106.09
87567,35.99,-106.02
87325,35.99,-108.61
27843,36.00,-77.40
89183,36.00,-115.16
37725,36.00,-83.40
74965,36.00,-94.63
89178,36.00,-115.29
89002,36.00,-114.96
74037,36.00,-95.98
27701,36.00,-78.90
37027,36.00,-86.79
27596,36.00,-78.44
72675,36.00,-92.80
89161,36.00,-115.36
27406,36.00,-79.76
37917,36.00,-83.91
27012,36.00,-80.38
72640,36.00,-93.06
74477,36.00,-95.27
72440,36.01,-91.23
74457,36.01,-94.84
73667,36.01,-99.04
37912,36.01,-83.98
92384,36.01,-116.18
27407,36.01,-79.88
38558,36.01,-84.87
37829,36.01,-84.64
37843,36.01,-83.05
27258,36.01,-79.29
28611,36.01,-81.74
89012,36.01,-115.04
27265,36.01,-80.03
27107,36.01,-80.18
87523,36.01,-105.84
27856,36.01,-77.98
72556,36.01,-91.97
72639,36.02,-92.48
38030,36.02,-89.59
27809,36.02,-77.74
87715,36.02,-105.43
87521,36.02,-105.61
37657,36.02,-82.56
27948,36.02,-75.69
27127,36.02,-80.28
28662,36.02,-81.90
87752,36.02,-104.65
28657,36.02,-81.94
27705,36.02,-78.98
37086,36.02,-86.56
72773,36.02,-93.84
37719,36.02,-84.43
74137,36.02,-95.93
72617,36.02,-92.39
28616,36.02,-81.92
87533,36.02,-106.07
72433,36.03,-91.05
27215,36.03,-79.49
72577,36.03,-91.71
37924,36.03,-83.80
72730,36.03,-94.27
79062,36.03,-101.51
28705,36.03,-82.16
38258,36.03,-88.62
86023,36.03,-112.02
27201,36.03,-79.48
89139,36.03,-115.21
89123,36.04,-115.15
63829,36.04,-90.31
38024,36.04,-89.38
72769,36.04,-94.50
28689,36.04,-80.94
89074,36.04,-115.08
74062,36.04,-96.90
79013,36.04,-102.00
93928,36.04,-121.24
74133,36.04,-95.88
89015,36.04,-114.93
93212,36.04,-119.53
27704,36.04,-78.83
27377,36.04,-79.61
37029,36.04,-87.26
86435,36.04,-112.90
63839,36.04,-89.81
79086,36.05,-101.78
93239,36.05,-119.99
93272,36.05,-119.34
87578,36.05,-105.77
63821,36.05,-90.24
74132,36.05,-96.02
73832,36.05,-99.69
72476,36.05,-90.92
37221,36.05,-86.97
74012,36.05,-95.81
38571,36.05,-85.01
38320,36.05,-88.11
37871,36.05,-83.68
73724,36.05,-98.66
87537,36.05,-106.19
37013,36.05,-86.63
73063,36.05,-97.43
28606,36.05,-81.32
74131,36.05,-96.06
72466,36.05,-91.33
37849,36.05,-84.05
93258,36.05,-119.15
74014,36.06,-95.68
86039,36.06,-110.53
37918,36.06,-83.92
93208,36.06,-118.57
72624,36.06,-93.38
38317,36.06,-88.26
27103,36.06,-80.32
28654,36.06,-81.16
87723,36.06,-105.38
37101,36.06,-87.63
89113,36.06,-115.26
89014,36.06,-115.06
74136,36.06,-95.94
72685,36.06,-92.99
37185,36.06,-87.86
63853,36.06,-89.87
72669,36.06,-92.88
27403,36.07,-79.82
38316,36.07,-88.82
27957,36.07,-76.76
27243,36.07,-79.20
37211,36.07,-86.72
37220,36.07,-86.79
37743,36.07,-82.86
63855,36.07,-90.06
27401,36.07,-79.77
87735,36.07,-105.15
37840,36.07,-84.41
38330,36.07,-89.03
38342,36.07,-88.29
87566,36.07,-106.07
72458,36.07,-91.16
74050,36.07,-96.06
28646,36.07,-81.85
37012,36.07,-86.00
89011,36.07,-114.99
63877,36.08,-89.86
72573,36.08,-91.80
37055,36.08,-87.44
27849,36.08,-77.22
89118,36.08,-115.21
74074,36.08,-97.07
72450,36.08,-90.52
89148,36.08,-115.30
89120,36.08,-115.10
37713,36.08,-83.13
37215,36.08,-86.83
37184,36.08,-86.14
27964,36.08,-75.81
37806,36.08,-83.73
89119,36.08,-115.15
37820,36.09,-83.57
37890,36.09,-83.30
74052,36.09,-96.58
93450,36.09,-120.82
89061,36.09,-115.90
72648,36.09,-93.16
72457,36.09,-91.07
27110,36.09,-80.22
27235,36.09,-80.01
27023,36.09,-80.46
27278,36.09,-79.09
38047,36.09,-89.50
28740,36.09,-82.27
37887,36.09,-84.58
38569,36.09,-85.86
93920,36.09,-121.55
37845,36.09,-84.44
27104,36.09,-80.32
73763,36.09,-98.33
37650,36.09,-82.45
87579,36.09,-105.56
37082,36.09,-87.12
73742,36.10,-97.93
27712,36.10,-78.90
74135,36.10,-95.92
86045,36.10,-111.12
74044,36.10,-96.38
37716,36.10,-84.18
74145,36.10,-95.89
74105,36.10,-95.96
27891,36.10,-77.74
79022,36.10,-102.61
74146,36.10,-95.86
38582,36.10,-85.76
28652,36.10,-81.99
27932,36.10,-76.61
89135,36.10,-115.38
27549,36.10,-78.23
27941,36.10,-75.82
89004,36.10,-115.49
27020,36.10,-80.80
73663,36.10,-98.89
27408,36.10,-79.81
27409,36.10,-79.94
72532,36.10,-91.60
72740,36.10,-93.66
27522,36.11,-78.68
72704,36.11,-94.30
38059,36.11,-89.25
87511,36.11,-105.93
89122,36.11,-115.04
37204,36.11,-86.77
87543,36.11,-105.66
37760,36.11,-83.46
37217,36.11,-86.66
27949,36.11,-75.76
27816,36.11,-78.07
74134,36.11,-95.80
86520,36.11,-109.94
74085,36.11,-96.72
27101,36.11,-80.20
37090,36.11,-86.30
89103,36.11,-115.21
74964,36.11,-94.66
89147,36.11,-115.28
37205,36.11,-86.87
27301,36.11,-79.67
27055,36.11,-80.63
89124,36.11,-115.61
74107,36.11,-96.03
27405,36.11,-79.74
27284,36.12,-80.08
27410,36.12,-79.89
72703,36.12,-94.04
37721,36.12,-83.81
27509,36.12,-78.78
93527,36.12,-118.18
74452,36.12,-95.07
89121,36.12,-115.09
38201,36.12,-88.53
38544,36.12,-85.66
37938,36.12,-83.94
74078,36.12,-97.07
72412,36.12,-90.69
89169,36.12,-115.14
74129,36.13,-95.87
87027,36.13,-106.95
73859,36.13,-99.30
72415,36.13,-91.18
74114,36.13,-95.95
87012,36.13,-106.65
37143,36.13,-87.03
38333,36.13,-87.95
28624,36.13,-81.41
72633,36.13,-92.87
28605,36.13,-81.69
27874,36.13,-77.39
89109,36.13,-115.17
38369,36.13,-88.94
63876,36.13,-90.17
72517,36.13,-91.97
38567,36.13,-85.93
93954,36.13,-120.93
37212,36.13,-86.80
27109,36.13,-80.28
28697,36.13,-81.17
72519,36.13,-92.18
63830,36.14,-89.69
27525,36.14,-78.46
88436,36.14,-103.12
72682,36.14,-92.74
73755,36.14,-98.56
63849,36.14,-89.98
37754,36.14,-84.03
74108,36.14,-95.79
74337,36.14,-95.34
89117,36.14,-115.28
72584,36.14,-91.84
87364,36.14,-108.70
74352,36.14,-95.18
27302,36.14,-79.27
74119,36.14,-95.99
89146,36.14,-115.23
38574,36.14,-85.23
27106,36.14,-80.32
37187,36.14,-87.20
72536,36.14,-91.77
37240,36.14,-86.81
37076,36.15,-86.58
93266,36.15,-119.87
89102,36.15,-115.19
72569,36.15,-91.40
74104,36.15,-95.95
74112,36.15,-95.90
86052,36.15,-112.03
74128,36.15,-95.85
89142,36.15,-115.04
37210,36.15,-86.73
37203,36.15,-86.79
27966,36.15,-75.80
74120,36.15,-95.98
74063,36.15,-96.20
37877,36.15,-83.41
87527,36.15,-105.84
93267,36.15,-119.05
89104,36.15,-115.11
73073,36.15,-97.42
27503,36.15,-78.88
87730,36.15,-104.21
37770,36.15,-84.66
86503,36.15,-109.69
87516,36.15,-106.46
27249,36.15,-79.58
38230,36.16,-88.78
74103,36.16,-95.99
72738,36.16,-93.89
38547,36.16,-86.01
87582,36.16,-106.02
37809,36.16,-83.04
74038,36.16,-96.56
74036,36.16,-95.51
37710,36.16,-84.32
38007,36.16,-89.43
72658,36.16,-92.33
37246,36.16,-86.79
37214,36.16,-86.67
37709,36.16,-83.66
27105,36.16,-80.23
89156,36.16,-114.99
79046,36.16,-100.12
37218,36.16,-86.89
38548,36.16,-85.79
37243,36.17,-86.78
89048,36.17,-116.00
87018,36.17,-107.56
37201,36.17,-86.78
37213,36.17,-86.77
89138,36.17,-115.36
37219,36.17,-86.78
87713,36.17,-105.36
87037,36.17,-107.76
89145,36.17,-115.28
38236,36.17,-88.27
27924,36.17,-76.83
72761,36.17,-94.45
74075,36.17,-97.08
27040,36.17,-80.39
63826,36.17,-89.84
89107,36.17,-115.21
89110,36.17,-115.05
87548,36.17,-106.14
89101,36.17,-115.12
74127,36.17,-96.05
27944,36.17,-76.42
74359,36.17,-94.79
27310,36.17,-79.99
38505,36.18,-85.51
37813,36.18,-83.26
72764,36.18,-94.06
72443,36.18,-90.41
73056,36.18,-97.63
72449,36.18,-90.82
37208,36.18,-86.81
93274,36.18,-119.37
87734,36.18,-105.12
37687,36.18,-82.10
89144,36.18,-115.32
73858,36.18,-99.92
87064,36.18,-106.58
37206,36.18,-86.73
28604,36.18,-81.86
74015,36.18,-95.70
74081,36.18,-96.45
37122,36.18,-86.48
72762,36.18,-94.23
89106,36.18,-115.16
27847,36.18,-77.19
72585,36.18,-92.01
37810,36.18,-83.12
37209,36.19,-86.95
38506,36.19,-85.43
27455,36.19,-79.82
74110,36.19,-95.95
74116,36.19,-95.84
37818,36.19,-82.97
37692,36.19,-82.30
27217,36.19,-79.38
93234,36.19,-120.09
87722,36.19,-105.26
74106,36.19,-95.99
28622,36.19,-81.95
27872,36.19,-77.25
28670,36.19,-80.91
27051,36.20,-80.15
74364,36.20,-94.95
37641,36.20,-82.67
89128,36.20,-115.26
37228,36.20,-86.80
27018,36.20,-80.52
93210,36.20,-120.42
37828,36.20,-84.07
38259,36.20,-89.18
74115,36.20,-95.91
27581,36.20,-78.73
27544,36.20,-78.45
73720,36.20,-97.87
38553,36.20,-85.01
89134,36.20,-115.31
38233,36.20,-89.05
72634,36.20,-92.53
37726,36.20,-84.83
93930,36.21,-121.01
89108,36.21,-115.22
27214,36.21,-79.67
93247,36.21,-119.07
74032,36.21,-96.90
38080,36.21,-89.52
74368,36.21,-94.85
27231,36.21,-79.17
27805,36.21,-77.08
28618,36.21,-81.52
27823,36.21,-77.71
28665,36.21,-81.38
74347,36.21,-94.81
89030,36.21,-115.12
27985,36.21,-76.46
93549,36.21,-117.95
38231,36.21,-88.43
38563,36.21,-86.02
87553,36.21,-105.69
37779,36.22,-83.76
72425,36.22,-90.74
27244,36.22,-79.49
28659,36.22,-81.15
27011,36.22,-80.70
37216,36.22,-86.73
72566,36.22,-92.08
27947,36.22,-75.89
72565,36.22,-91.91
72434,36.22,-91.16
38552,36.22,-85.81
28607,36.22,-81.65
28642,36.22,-80.82
37769,36.22,-84.15
72512,36.22,-91.75
74045,36.22,-96.71
38560,36.22,-85.86
38229,36.22,-88.61
89032,36.22,-115.17
28669,36.22,-80.99
79056,36.22,-100.21
63857,36.22,-90.05
73718,36.22,-98.17
72587,36.23,-91.82
38501,36.23,-85.53
74034,36.23,-96.58
72513,36.23,-91.66
27050,36.23,-80.41
37705,36.23,-84.01
72528,36.23,-92.14
73747,36.23,-98.33
27358,36.23,-79.88
37616,36.23,-82.75
27967,36.23,-76.90
27009,36.23,-80.08
38545,36.23,-85.66
89129,36.23,-115.29
37814,36.23,-83.34
37207,36.23,-86.78
27045,36.23,-80.30
37036,36.23,-87.26
37848,36.24,-83.68
72436,36.24,-90.49
87549,36.24,-106.01
73838,36.24,-98.90
72601,36.24,-93.09
27939,36.24,-75.84
37658,36.24,-82.10
89191,36.24,-115.03
38255,36.24,-88.86
37861,36.24,-83.51
74130,36.24,-95.96
73853,36.24,-99.15
79081,36.24,-101.22
74126,36.24,-96.03
27974,36.24,-75.99
37138,36.24,-86.61
37181,36.24,-87.47
38221,36.24,-88.04
72611,36.24,-93.33
38240,36.25,-89.32
27980,36.25,-76.62
93265,36.25,-118.69
74117,36.25,-95.90
74020,36.25,-96.42
72745,36.25,-94.10
87531,36.25,-105.84
93927,36.25,-121.39
38554,36.25,-85.16
27844,36.25,-77.94
37690,36.25,-82.56
37860,36.25,-83.18
87046,36.25,-106.91
72677,36.25,-92.69
89115,36.25,-115.04
37115,36.25,-86.70
89130,36.25,-115.23
73733,36.25,-97.69
27572,36.26,-78.88
63827,36.26,-89.89
74338,36.26,-94.73
89081,36.26,-115.11
86510,36.26,-110.22
37681,36.26,-82.62
89031,36.26,-115.17
63851,36.26,-89.72
37807,36.26,-83.83
37714,36.26,-84.29
28679,36.26,-81.83
72687,36.26,-92.71
38565,36.26,-85.01
37087,36.26,-86.27
38253,36.26,-88.99
27541,36.26,-79.08
73773,36.27,-97.92
72461,36.27,-90.29
27357,36.27,-79.97
27869,36.27,-77.31
28692,36.27,-81.81
72718,36.27,-94.22
37872,36.27,-84.65
79070,36.27,-100.79
72734,36.27,-94.45
73857,36.27,-99.33
37030,36.27,-85.94
74060,36.27,-96.25
89149,36.27,-115.29
28621,36.28,-80.91
38564,36.28,-85.74
72515,36.28,-92.06
74055,36.28,-95.82
79084,36.28,-102.00
72482,36.28,-91.37
37745,36.28,-82.82
37015,36.28,-87.08
37659,36.28,-82.49
73735,36.28,-98.06
37711,36.28,-83.05
74054,36.28,-96.35
87510,36.28,-106.41
74019,36.28,-95.60
27839,36.28,-77.56
38589,36.29,-85.08
73757,36.29,-97.46
27019,36.29,-80.24
37061,36.29,-87.64
79087,36.29,-102.91
72672,36.29,-92.84
86556,36.29,-109.26
27909,36.29,-76.27
79093,36.29,-101.03
38580,36.29,-85.30
27910,36.29,-76.99
72529,36.29,-91.56
37891,36.29,-83.14
93230,36.29,-119.62
89086,36.29,-115.11
93245,36.29,-119.83
27965,36.29,-75.93
72459,36.29,-91.29
28626,36.29,-81.52
37165,36.29,-87.47
27583,36.29,-78.94
74073,36.29,-96.03
74365,36.29,-95.07
87557,36.29,-105.68
72453,36.29,-90.71
93221,36.30,-119.03
89084,36.30,-115.17
27942,36.30,-76.75
37189,36.30,-86.83
37757,36.30,-84.14
73737,36.30,-98.64
37604,36.30,-82.38
72758,36.30,-94.14
72542,36.30,-91.47
37682,36.30,-82.29
93277,36.30,-119.37
37614,36.30,-82.37
72413,36.30,-90.82
74361,36.30,-95.31
87729,36.30,-104.82
37051,36.30,-87.41
93223,36.30,-119.20
37756,36.30,-84.42
28635,36.31,-81.13
38242,36.31,-88.33
73077,36.31,-97.27
28651,36.31,-81.31
27919,36.31,-76.50
38256,36.31,-88.13
37151,36.31,-86.04
89085,36.31,-115.20
89131,36.31,-115.25
37888,36.31,-83.61
27314,36.31,-79.20
88415,36.31,-103.33
93202,36.31,-119.71
27047,36.31,-80.57
72435,36.32,-90.58
93522,36.32,-117.59
27922,36.32,-76.84
87017,36.32,-106.77
38542,36.32,-85.20
79040,36.32,-101.56
72635,36.32,-92.51
38225,36.32,-88.67
27021,36.32,-80.34
72455,36.32,-91.03
27052,36.32,-80.15
73730,36.32,-97.54
27916,36.32,-75.92
72626,36.32,-92.55
89143,36.32,-115.29
27589,36.32,-78.13
72638,36.32,-93.40
72756,36.32,-93.98
37178,36.32,-87.79
37852,36.32,-84.58
37175,36.32,-87.89
27897,36.32,-77.21
63880,36.33,-90.02
27536,36.33,-78.41
37640,36.33,-81.97
37732,36.33,-84.61
38077,36.33,-89.47
87461,36.33,-108.95
72616,36.33,-93.55
79033,36.33,-100.98
72531,36.33,-92.14
37708,36.33,-83.32
87455,36.33,-108.66
28676,36.33,-80.86
72539,36.33,-91.71
37080,36.33,-86.92
72430,36.33,-90.17
28684,36.33,-81.61
28649,36.34,-81.21
27043,36.34,-80.45
37601,36.34,-82.32
73705,36.34,-97.90
37075,36.34,-86.61
73736,36.34,-97.68
28629,36.34,-81.36
28698,36.34,-81.74
27927,36.34,-75.85
27320,36.34,-79.66
37866,36.34,-83.86
72653,36.34,-92.39
72722,36.34,-94.47
87499,36.34,-108.22
88422,36.35,-103.99
72712,36.35,-94.26
72576,36.35,-91.86
87530,36.35,-106.19
72460,36.35,-91.17
38543,36.35,-85.15
27921,36.35,-76.19
37072,36.35,-86.75
27042,36.35,-80.06
